ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
191,Adult Coloring Book: Nice Little Dragons (Volume 1),Tatiana Bogema (Stolova),CreateSpace Independent Publishing Platform,2017-12-14,Kindle,108.0,4.9
192,Dragon Rose (Tales of the Latter Kingdoms),Christine Pope,Dark Valentine Press,2012-11-14,Paperback,276.0,4.4
193,A Short History of Fantasy,Edward James,Libri Publishing,2012-10-1,Paperback,296.0,5.0
194,Anatomy for Fantasy Artists: An Essential Guide to Creating Action Figures and Fantastical Forms,Glenn Fabry,Barron's Educational Series,2013-3-1,Hardcover,160.0,3.9
195,"Fantasy Fashion Art Studio: Creating Romantic Characters, Clothing and Costumes",Meredith Dillman,IMPACT Books,2013-8-20,Kindle,128.0,4.8
196,Fantasy Castle Cross Stitch Patterns: Collection Number 1,Tracy Warrington,CreateSpace Independent Publishing Platform,2014-11-4,Hardcover,166.0,4.0
197,A Sellsword's Compassion: Book One of the Seven Virtues,Jacob Peppers,Independently published,2017-10-17,Paperback,413.0,4.4
198,Dragons Coloring Book: A Fantasy Coloring Adventure for Adults (Fantasy Coloring by Samantha) (Volume 1),Samantha J Lewis,CreateSpace Independent Publishing Platform,2017-7-9,Hardcover,108.0,3.8
199,Christmas Fantasy Duets: 4 Arrangements for Early Intermediate to Late Intermediate Pianists,Robert D. Vandall,Alfred Music,2010-8-1,Kindle,40.0,4.3
200,Claw and Crown: A Gay Viking Fantasy Shifter MPreg Romance,Richard Lunch,Independently published,2016-10-16,Kindle,289.0,4.0
201,Wolf Sight (A New Dawn Novel),Rachel M. Raithby,Independently published,2017-9-17,Paperback,348.0,5.0
202,Daughter of Magic,Teresa Roman,Teresa Roman,2016-3-12,Kindle,262.0,4.4
203,The King: The Jester King Fantasy Series: Book Four (Volume 4),K C Herbel,Epic Books Press,2017-11-24,Hardcover,354.0,4.8
204,Beyond My Control: Forbidden Fantasies in an Uncensored Age,Nancy Friday,Sourcebooks,2009-4-1,Kindle,288.0,3.2
205,Writing Fantasy Heroes: Powerful Advice from the Pros (Rogue Blades Presents),J M Martin,Rogue Blades Entertainment,2013-2-23,Kindle,216.0,4.4
206,Calling (The Starlight Chronicles) (Volume 2),C. S. Johnson,CreateSpace Independent Publishing Platform,2015-5-28,Kindle,336.0,4.3
207,"The Land of Fantasia: Magical Adult Coloring Book with Mythical Creatures, Fairies, Fantasy Nature and Other Illustrations for Creative Stress Relief (Fantasy Coloring Book)",Favoreads,CreateSpace Independent Publishing Platform,2017-6-21,Hardcover,48.0,
208,Cirsova #7: Heroic Fantasy and Science Fiction Magazine (Volume 7),Michael Tierney,CreateSpace Independent Publishing Platform,2018-2-27,Paperback,106.0,
209,Shared Fantasy: Role Playing Games as Social Worlds,Gary Alan Fine,University of Chicago Press,2002-8-14,Kindle,298.0,3.7
210,William Wilde and the Necrosed (The Chronicles of William Wilde),Davis Ashura,DuSum Publishing,2018-2-27,Paperback,356.0,5.0
211,"Fantasy and Fairies- A Grayscale Coloring Book: Fairies, Mermaids, Dragons and More!",Molly Harrison,CreateSpace Independent Publishing Platform,2018-1-15,Paperback,52.0,5.0
212,She,H. Rider Haggard,CreateSpace Independent Publishing Platform,2017-7-23,Hardcover,220.0,3.9
213,The Mage and the Magpie (Magemother) (Volume 1),Austin J. Bailey,CreateSpace Independent Publishing Platform,2015-6-11,Kindle,366.0,4.5
214,Fantasy Football for Smart People: How to Dominate Your Draft,Jonathan Bales,CreateSpace Independent Publishing Platform,2012-5-26,Kindle,132.0,4.0
215,Final Fantasy Tactics: The War of the Lions Official Strategy Guide (BradyGames Official Strategy Guides),Adam Deats,BradyGames,2007-10-11,Kindle,208.0,4.4
216,World of Final Fantasy,Long Tran,Prima Games,2016-10-25,Kindle,304.0,4.3
217,The Scratchling Trinity: a magical adventure for children ages 9-15,Boyd Brent,Independently published,2017-1-14,Paperback,250.0,4.3
218,The Tiger's Daughter (Their Bright Ascendency),K Arsenault Rivera,Tor Books,2017-10-3,Paperback,528.0,4.3
219,Fantastic Creatures: A Fellowship of Fantasy Anthology (Volume 1),Craig A. Price Jr.,CreateSpace Independent Publishing Platform,2016-11-15,Hardcover,314.0,4.4
220,"The Best of Heroic Fantasy Quarterly: Volume 1, 2009-2011",J. S. Bangs,CreateSpace Independent Publishing Platform,2015-11-22,Hardcover,212.0,5.0
221,"Dreamscapes: Creating Magical Angel, Faery & Mermaid Worlds In Watercolor",Stephanie Pui-Mun Law,Impact,2008-2-15,Hardcover,176.0,4.8
222,The Axe and the Throne (Bounds of Redemption) (Volume 1),M. D. Ireman,CreateSpace Independent Publishing Platform,2016-1-15,Kindle,493.0,4.0
223,UnEnchanted: An Unfortunate Fairy Tale (Unfortunate Fairy Tale;bk. 1),Chanda Hahn,CreateSpace Independent Publishing Platform,2012-4-18,Kindle,234.0,4.4
224,The Prince: The Jester King Fantasy Series: Book Three (Volume 3),K C Herbel,Epic Books Press,2017-9-28,Paperback,300.0,4.9
225,"Final Fantasy XV Game PC, PS4, DLC, Walkthrough Tips, Cheats Unofficial: Beat the Game & Get the Best Weapons!",The Yuw,CreateSpace Independent Publishing Platform,2017-4-8,Paperback,52.0,3.2
226,"Born To Magic: Tales Of Nevaeh, Volume I (Volume 1)",David Wind,DMW,2015-2-15,Hardcover,344.0,4.5
227,Animals Real and Imagined: Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,2010-12-1,Kindle,160.0,4.8
228,Nine Heroes: Tales of heroic Fantasy,Tom Barczak,CreateSpace Independent Publishing Platform,2014-2-14,Hardcover,220.0,4.7
229,Diary of a Wizard Kid: a hilarious adventure for children ages 9-14,Boyd Brent,Independently published,2017-11-7,Kindle,120.0,3.7
230,Three Wells of the Sea,Terry Madden,"Digital Fantasy Fiction, an imprint of Digital Fiction Publishing Corp.",2016-4-9,Kindle,374.0,4.5
231,Firebolt (The Dragonian Series) (Volume 1),Adrienne Woods,Fire Quill Publishing,2014-9-19,Paperback,474.0,4.3
232,Final Fantasy XII: The Complete Guide,Piggyback,Piggyback Interactive,2007-0-0,Paperback,340.0,5.0
233,"Fantasy Magazine, December 2015 (Queers Destroy Fantasy! Special Issue) (Volume 59)",Matthew Cheney,CreateSpace Independent Publishing Platform,2015-11-30,Kindle,214.0,
234,"Fiction Writers' Phrase Book: Essential Reference and Thesaurus for Authors of Action, Fantasy, Horror, and Science Fiction (Writers' Phrase Books) (Volume 5)",Jackson Dean Chase,CreateSpace Independent Publishing Platform,2016-5-6,Kindle,60.0,4.0
235,The Goblin Wars: Omnibus Edition,Stuart Thaman,Nef House Publishing,2016-2-27,Kindle,810.0,4.1
236,Mythical Mermaids - Fantasy Adult Coloring Book (Fantasy Coloring by Selina) (Volume 8),Selina Fenech,Fairies and Fantasy Pty Ltd,2016-5-21,Hardcover,108.0,4.7
237,"The Ultimate Guide to Sexual Fantasy: How to Have Incredible Sex with Role Play, Sex Games, Erotic Massage, BDSM Play and Much, Much More (Ultimate Guides)",Violet Blue,Cleis Press,2014-6-17,Paperback,288.0,4.5
238,Seven Wonders Book 1: The Colossus Rises,Peter Lerangis,HarperCollins,2013-10-1,Paperback,384.0,4.3
239,Fantasies and Nightmares,Lazarus Finch,CreateSpace Independent Publishing Platform,2018-3-3,Paperback,146.0,
240,American Gods: A Novel,Neil Gaiman,William Morrow Paperbacks,2017-3-28,Paperback,576.0,4.3
241,The Jester: The Jester King Fantasy Series: Book Two (Volume 2),K C Herbel,Epic Books Press,2017-9-2,Hardcover,200.0,4.6
242,Fire Mage: Blacklight Chronicles,John Forrester,Amber Muse,2011-11-11,Kindle,244.0,3.5
243,Fantasy Characters: Easy-to-Follow Clay-Making Projects in Simple Steps (Modeling Clay Books),Bernadette Cuxart,Barron's Educational Series,2013-8-1,Kindle,36.0,4.2
244,The Rampart Guards: Chronicle One in the Adventures of Jason Lex,Wendy Terrien,Camashea Press,2016-2-26,Hardcover,284.0,4.6
245,Norse Mythology,Neil Gaiman,W. W. Norton &amp,2018-3-6,Hardcover,304.0,4.3
246,"Dragons: An Adult Coloring Book with Fun, Beautiful, and Relaxing Coloring Pages (Perfect Gift for Dragon Lovers)",Jade Summer,CreateSpace Independent Publishing Platform,2017-6-2,Kindle,106.0,4.7
247,The Chaotic Caves,J. D. Neal,CreateSpace Independent Publishing Platform,2013-2-20,Paperback,46.0,4.9
248,Draykon: Book 1 (The Draykon Series),Charlotte E. English,CreateSpace Independent Publishing Platform,2012-9-15,Kindle,402.0,4.3
249,Timekeeper,Tara Sim,Sky Pony Press,2017-10-31,Kindle,448.0,4.3
250,"Adult Coloring Books: Maya's Magical Fantasy: A Coloring Book Featuring Enchanted Forests, Fantasy Landscapes and Mythical Creatures",Maya Brahms,Independently published,2017-10-28,Hardcover,106.0,3.7
251,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality,Violet Blue,Cleis Press,2004-8-18,Hardcover,250.0,4.3
252,Romancing the Werewolf: A Supernatural Society Novella (The Supernatural Society) (Volume 2),G.L. Carriger,GAIL CARRIGER LLC,2017-11-5,Paperback,190.0,4.8
253,Cloak Games: Thief Trap (Volume 1),Jonathan Moeller,CreateSpace Independent Publishing Platform,2015-7-28,Paperback,128.0,4.4
254,Harry Potter And The Order Of The Phoenix,J.K. Rowling,Scholastic Paperbacks,2004-9-1,Paperback,896.0,4.7
255,Spirit & Fantasy Coloring Book: Black & White Edition,Michelle Tracey,Michelle Tracey Fantasy Art,2016-2-18,Hardcover,62.0,5.0
256,The Man of Legends,Kenneth Johnson,47North,2017-7-1,Kindle,428.0,4.3
257,Warhammer RPG: Tome of Salvation (Warhammer Fantasy Roleplay),David Chart,Black Industries,2008-7-1,Paperback,256.0,4.6
258,"Adult Coloring Books Fantasy Realm 4: 44 grayscale coloring pages of fantasy, fairies, flowers, elves, butterflies, animals, warriors, females and ... Coloring Books for Adults) (Volume 4)",Kimberly Hawthorne,CreateSpace Independent Publishing Platform,2018-1-5,Paperback,96.0,5.0
259,"Graveyard Shift: (Lana Harvey, Reapers Inc.)",Angela Roquet,CreateSpace Independent Publishing Platform,2012-9-28,Paperback,258.0,4.2
260,Fantasy World. Line art coloring book: Adult coloring book,Alena Lazareva,CreateSpace Independent Publishing Platform,2017-4-30,Hardcover,68.0,5.0
261,Annihilation: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,FSG Originals,2014-2-4,Paperback,208.0,3.6
262,"The Anatomy of National Fantasy: Hawthorne, Utopia, and Everyday Life",Lauren Berlant,University of Chicago Press,1991-8-13,Kindle,278.0,4.0
263,Chaos Rises: A Veil World Urban Fantasy (Volume 1),Pippa DaCosta,CreateSpace Independent Publishing Platform,2016-6-4,Kindle,288.0,4.3
264,Final Fantasy Tactics: The Official Strategy Guide (Greatest Hits),James Ratkos,Prima Publishing,2001-7-26,Hardcover,192.0,4.5
265,"Avenger: The Sanctuary Series, Vol. 2",Robert J. Crane,CreateSpace Independent Publishing Platform,2011-10-16,Hardcover,338.0,4.8
266,Monkey Isle,J. D. Neal,CreateSpace Independent Publishing Platform,2013-2-20,Hardcover,54.0,4.6
267,A Discovery of Witches (All Souls Trilogy),Deborah Harkness,Penguin Books,2011-12-27,Kindle,579.0,4.3
268,"The Seduction of the Mediterranean: Writing, Art and Homosexual Fantasy",Robert Aldrich,Routledge,1993-11-17,Kindle,288.0,4.3
269,Incarnation: Wandering Stars Volume One (Volume 1),Jason Tesar,CreateSpace Independent Publishing Platform,2012-6-27,Paperback,320.0,4.3
270,The Soul Summoner Series: Books 1-3,Elicia Hyder,Inkwell &amp,2017-5-9,Paperback,778.0,4.8
271,The Year's Best Dark Fantasy & Horror 2014 Edition,Laird Barron,Prime Books,2014-6-17,Kindle,576.0,4.1
272,Kobold Guide to Worldbuilding,Janna Silverstein,Open Design LLC,2012-12-23,Kindle,124.0,4.2
273,Acceptance: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,FSG Originals,2014-9-2,Hardcover,352.0,3.4
274,The Secret of Spellshadow Manor 4: The Keep (Volume 4),Bella Forrest,CreateSpace Independent Publishing Platform,2017-7-21,Paperback,410.0,4.6
275,The Legend of the Firewalker,Steve Bevil,CreateSpace Independent Publishing Platform,2013-9-15,Kindle,382.0,3.6
276,Official Nintendo Final Fantasy IV Advance Player's Guide,Nintendo Power,Nintendo of America Inc.,2005-12-9,Hardcover,104.0,4.5
277,The Land of Laughs,Jonathan Carroll,TOR,2001-2-10,Paperback,256.0,4.1
278,The Heroes of Olympus Paperback Boxed Set,Rick Riordan,Disney-Hyperion,2016-10-4,Kindle,3088.0,4.8
279,The Dark Tower I: The Gunslinger,Stephen King,Scribner,2016-5-3,Paperback,288.0,4.3
280,The Giver (Giver Quartet),Lois Lowry,HMH Books for Young Readers,2014-7-1,Kindle,240.0,4.4
281,"Adult Coloring Book : Stress Relieving Designs Animals, Mandalas, Flowers, Paisley Patterns And So Much More",Cindy Elsharouni,Selah Works Prints,2017-11-20,Paperback,128.0,4.7
282,"The Witcher Boxed Set: Blood of Elves, The Time of Contempt, Baptism of Fire",Andrzej Sapkowski,Orbit,2017-10-3,Kindle,1216.0,4.4
283,"Inheritance Cycle 4-Book Trade Paperback Boxed Set (Eragon, Eldest, Brisingr, In (The Inheritance Cycle)",Christopher Paolini,Knopf Books for Young Readers,2012-10-23,Kindle,880.0,4.8
284,"Why Dragons Hide (The Arclight Saga, Book 0)",C. M. Hayden,Independently published,2017-12-9,Kindle,171.0,4.6
285,Pinehurst,Nicole Grane,CreateSpace Independent Publishing Platform,2012-4-24,Paperback,246.0,4.1
286,The Traveler's Gift,Andy Andrews,Thomas Nelson Publishing,2012-4-6,Hardcover,240.0,4.7
287,Street Dreams and Hip Hop Barbershops: Global Fantasy in Urban Tanzania (Tracking Globalization),Brad Weiss,Indiana University Press,2009-5-4,Kindle,280.0,3.0
288,Devlin's Door: Forests of the Fae,K. Kibbee,Incorgnito Publishing Press,2016-1-15,Paperback,236.0,4.1
289,Atlantis Riptide: Lost Daughters of Atlantis Book 1 (Volume 1),Allie Burton,CreateSpace Independent Publishing Platform,2013-5-14,Hardcover,298.0,4.1
290,Scythe (Arc of a Scythe),Neal Shusterman,Simon &amp,2017-11-28,Kindle,464.0,4.7
291,Dark Matter: A Novel,Blake Crouch,Broadway Books,2017-5-2,Paperback,368.0,4.4
292,Kwarq (Lyqa Planet Lovers),Nikki Clarke,Independently published,2018-1-30,Kindle,277.0,4.7
293,Divergent (Divergent Series),Veronica Roth,Katherine Tegen Books,2014-9-30,Hardcover,576.0,4.5
294,Insurgent (Divergent Series),Veronica Roth,Katherine Tegen Books,2015-1-20,Paperback,592.0,4.5
295,Fairy Magic - Whimsical Fantasy Coloring Book (Fantasy Colouring by Selina) (Volume 14),Selina Fenech,Fairies and Fantasy Pty Ltd,2017-7-5,Kindle,108.0,4.8
296,Strega Nona,Tomie de Paola,Simon &amp,1979-9-3,Paperback,40.0,4.7
297,The Cricket in Times Square (Chester Cricket and His Friends),George Selden,Square Fish,2008-4-1,Paperback,144.0,4.7
298,Pines (The Wayward Pines Trilogy),Blake Crouch,Thomas &amp,2012-8-21,Paperback,309.0,4.1
299,Dagger - The Light at the End of the World (Volume 1),Walt Popester,CreateSpace Independent Publishing Platform,2016-6-24,Hardcover,238.0,3.9
300,Midnight's Children: A Novel (Modern Library 100 Best Novels),Salman Rushdie,Random House Trade Paperbacks,2006-4-4,Paperback,536.0,3.9
301,Brilliance (The Brilliance Trilogy),Marcus Sakey,Thomas &amp,2013-7-16,Hardcover,439.0,4.3
302,Patriots: A Novel of Survival in the Coming Collapse,James Wesley Rawles,Ulysses Press,2009-4-7,Kindle,400.0,4.1
303,The Hellbound Heart: A Novel,Clive Barker,Harper Perennial,2007-10-2,Kindle,164.0,4.3
304,The Werewolf of Bamberg (A Hangman's Daughter Tale),Oliver P\u00f6tzsch,Mariner Books,2015-12-29,Hardcover,592.0,4.5
305,The Andromeda Strain,Michael Crichton,Vintage,2017-1-24,Kindle,304.0,4.1
306,Impostor Syndrome (The Arcadia Project),Mishell Baker,Saga Press,2018-3-13,Paperback,480.0,
307,The Enchanted: A Novel (P.S. (Paperback)),Rene Denfeld,Harper Perennial,2015-2-24,Hardcover,272.0,4.5
308,Bloodsucking Fiends: A Love Story,Christopher Moore,Simon &amp,2008-3-18,Kindle,304.0,4.4
309,Blackbirds (Miriam Black),Chuck Wendig,Saga Press,2015-9-15,Paperback,320.0,4.4
310,The Children of Men,P. D. James,Vintage,2006-5-16,Kindle,256.0,3.9
311,Dark Tales,Shirley Jackson,Penguin Classics,2017-10-10,Paperback,208.0,4.1
312,The Strangers on Montagu Street (Tradd Street),Karen White,Berkley,2011-11-1,Paperback,352.0,4.6
313,The Plague Dogs: A Novel,Richard Adams,Ballantine Books,2006-11-28,Hardcover,416.0,4.3
314,The Atopia Chronicles (Atopia Series),Matthew Mather,47North,2014-1-7,Kindle,496.0,3.8
315,Assassin's Creed: Black Flag,Oliver Bowden,Ace,2013-12-3,Paperback,464.0,4.4
316,Murder on the Sugarland Express (Southern Ghost Hunter) (Volume 6),Angie Fox,Angie Fox,2017-11-20,Kindle,250.0,4.8
317,"Gun, with Occasional Music (Harvest Book)",Jonathan Lethem,Harvest Books,2003-9-1,Paperback,271.0,3.8
318,Psychic Surveys Book One: The Haunting of Highdown Hall: A Gripping Supernatural Thriller,Shani Struthers,Authors Reach 1,2018-2-3,Hardcover,332.0,4.4
319,The Bird's Nest,Shirley Jackson,Penguin Classics,2014-1-28,Paperback,272.0,3.8
320,The Lemoncholy Life of Annie Aster,Scott Wilbanks,Sourcebooks Landmark,2015-8-4,Kindle,400.0,4.4
321,The Meridian Ascent (Rho Agenda Assimilation),Richard Phillips,47North,2017-8-8,Paperback,412.0,4.6
322,The Stolen Child,Keith Donohue,Anchor,2007-5-8,Hardcover,336.0,4.0
323,The Naming of the Beasts (Felix Castor),Mike Carey,"Little, Brown Book Group",2011-1-5,Hardcover,512.0,4.8
324,Rain Dance (Sunshine & Scythes) (Volume 1),D.N. Erikson,CreateSpace Independent Publishing Platform,2018-1-1,Paperback,414.0,4.3
325,The Broken Eye (Lightbringer),Brent Weeks,Orbit,2015-8-18,Paperback,864.0,4.6
326,Last Argument of Kings (The First Law),Joe Abercrombie,Orbit,2015-9-8,Hardcover,656.0,4.2
327,"Quicksilver (The Baroque Cycle, Vol. 1)",Neal Stephenson,William Morrow Paperbacks,2004-9-21,Paperback,917.0,3.8
328,The Girl in the Green Silk Gown (Ghost Roads),Seanan McGuire,DAW,2018-7-17,Hardcover,352.0,
329,Wings of the Storm (Sigurd),Giles Kristian,Transworld Publishers,2017-9-1,Kindle,432.0,4.8
330,"The Legend of Eli Monpress: Book 1, 2 & 3 (Ominubus Edition)",Rachel Aaron,Orbit,2012-2-24,Paperback,1040.0,4.5
331,Bayou Born (The Foundling Series),Hailey Edwards,Piatkus Books,2017-10-17,Paperback,336.0,4.6
332,Fall of Light: Book Two of the Kharkanas Trilogy,Steven Erikson,Tor Books,2018-3-20,Kindle,864.0,3.8
333,The Woodcutter,Kate Danley,47North,2012-11-6,Kindle,280.0,4.3
334,The Night Realm (Spell Weaver) (Volume 1),Annette Marie,Dark Owl Fantasy Inc.,2017-10-16,Paperback,360.0,4.7
335,Marion Zimmer Bradley's Ravens of Avalon,Diana L. Paxson,Ace,2008-8-5,Hardcover,394.0,4.1
336,Cities of Gold and Glory (Fabled Lands) (Volume 2),Jamie Thomson,Fabled Lands LLP,2017-3-15,Hardcover,240.0,4.3
337,Tarzan of the Apes (Penguin Classics),Edgar Rice Burroughs,Penguin Classics,1990-10-1,Hardcover,320.0,4.3
338,Silver & Bone (American Alchemy - Wild West),Oliver Altair,Striking Books,2017-9-21,Kindle,172.0,4.8
339,War of Shadows (The Ascendant Kingdoms Saga),Gail Z. Martin,Orbit,2015-4-21,Paperback,640.0,4.3
340,The Path of Daggers: Book Eight of 'The Wheel of Time',Robert Jordan,Tor Books,2013-11-12,Paperback,528.0,3.9
341,Bran Mak Morn: The Last King,Robert E. Howard,Del Rey,2005-5-31,Hardcover,400.0,4.3
342,"Baltimore, or The Steadfast Tin Soldier & the Vampire",Christopher Golden,Dark Horse Books,2015-7-14,Kindle,288.0,4.4
343,Votan and Other Novels (Fantasy Masterworks),John James,Gollancz,2014-8-12,Hardcover,512.0,
344,More Than a Game (Fayroll),Andrey Vasilyev,Independently published,2017-2-13,Hardcover,327.0,4.2
345,El caballero de los Siete Reinos Knight of the Seven Kingdoms-Spanish (A Vintage Español Original) (Spanish Edition),George R. R. Martin,Vintage Espanol,2015-4-21,Paperback,368.0,4.5
